env_id,timestep,joints_pos,reward,collision,avg_setupTime,avg_actionTime,avg_obsTime,target_dist_euclid,target_dist_angular,DistReset_1_reset,DistReset_1_success,TimeReset_1_reset,TimeReset_1_success
0,1.0,[-0.44801173  0.22348651  0.81888473],-24.672560072811574,0.0,0.13434219999999897,0.00016450000000034493,0.00035379999999918255,1.00087283993867,1.5227657794739162,False,False,False,True
0,2.0,[0.32813111 0.05215777 0.52713317],-7.959893635621251,0.0,0.13434219999999897,0.00010900000000191312,0.000332000000000221,0.34773436215358444,1.6645584854810669,False,False,False,True
0,3.0,[ 0.2830652  -0.01034383  0.6706624 ],-12.966453342529356,0.0,0.13434219999999897,0.00011780000000172208,0.0003142000000018186,0.3289616644451188,2.3240199879776524,False,False,False,True
0,4.0,[0.33155569 0.06459171 0.6697858 ],-16.738100141824184,0.0,0.13434219999999897,0.00011600000000200339,0.00033660000000068635,0.2575340959861533,2.775934430954384,False,False,False,True
0,5.0,[0.32876301 0.05507379 0.66978276],-13.106116228631269,0.0,0.13434219999999897,0.00011820000000284381,0.0003548000000002105,0.2632283978941136,2.4207780195087314,False,False,False,True
0,6.0,[0.31542647 0.15672237 0.66992408],-6.306321354795806,0.0,0.13434219999999897,0.00012359999999844717,0.00034819999999768925,0.2570950983199396,1.5786645563882495,False,False,False,True
0,7.0,[ 0.24046001 -0.03515889  0.67093843],-12.496687202409134,0.0,0.13434219999999897,0.00013129999999961228,0.0003318999999990524,0.3758979381987527,2.1989431556508765,False,False,False,True
0,8.0,[ 0.24352363 -0.03386138  0.67092013],-21.818269170410222,0.0,0.13434219999999897,0.00013659999999759975,0.0003260000000011587,0.3727435834398073,3.0854103123003958,False,False,False,True
0,9.0,[ 0.24478628 -0.03333405  0.67078769],-12.661391956415097,0.0,0.13434219999999897,0.00011740000000060036,0.0003583999999996479,0.37148361423252074,2.2250157801181962,False,False,False,True
0,10.0,[ 0.24190731 -0.03415921  0.6708535 ],-12.958307554440767,0.0,0.13434219999999897,0.00013290000000054647,0.00036670000000071923,0.374237147823234,2.2508041560988135,False,False,False,True
0,11.0,[ 0.24189527 -0.0341629   0.67086691],-12.956633510803103,0.0,0.13434219999999897,0.00019110000000210903,0.00034409999999951424,0.37424508251884975,2.2506050158804287,False,False,False,True
0,12.0,[ 0.24189419 -0.03416328  0.67086703],-12.956552280127527,0.0,0.13434219999999897,0.00011680000000069413,0.00033309999999886486,0.37424613080551294,2.2505942494894082,False,False,False,True
0,13.0,[ 0.24189505 -0.03416308  0.67086673],-12.956644881983012,0.0,0.13434219999999897,0.0001259999999980721,0.00032420000000144,0.3742454051904926,2.2506057424456967,False,False,False,True
0,14.0,[ 0.24095836 -0.03455859  0.67059851],-13.13698509329907,0.0,0.13434219999999897,0.00012650000000036243,0.00032350000000036516,0.37528658614153343,2.2688306083248855,False,False,False,True
0,15.0,[ 0.24398132 -0.03533319  0.67080909],-12.430609886610188,0.0,0.13434219999999897,0.00012650000000036243,0.0003376999999993302,0.3731334795233513,2.1932895403692285,False,False,False,True
0,16.0,[ 0.24027398 -0.03480534  0.67051697],-13.765872676357748,0.0,0.13434219999999897,0.00017430000000118184,0.0003428999999997018,0.3759941977672098,2.3359623221774783,False,False,False,True
0,17.0,[ 0.23999256 -0.03488013  0.67052978],-13.264444593450756,0.0,0.13434219999999897,0.00023750000000077875,0.0003488000000011482,0.3762589579744416,2.2812308655998086,False,False,False,True
0,18.0,[ 0.23568609 -0.03627414  0.67078304],-13.503539068192639,0.0,0.13434219999999897,0.00013009999999979982,0.00034800000000245745,0.3804223279608217,2.300447360402974,False,False,False,True
0,19.0,[ 0.23552378 -0.03642517  0.67070234],-13.42089141428623,0.0,0.13434219999999897,0.0001297999999998467,0.00034270000000091727,0.3806530397287807,2.2916104251367657,False,False,False,True
0,20.0,[ 0.233417   -0.03766709  0.67112863],-13.544944656493357,0.0,0.13434219999999897,0.00014350000000007412,0.00033699999999825536,0.3828854211539843,2.3014038913072254,False,False,False,True
0,21.0,[ 0.23339346 -0.03766468  0.67113751],-13.534683261635196,0.0,0.13434219999999897,0.0001260000000016248,0.00032879999999835263,0.3829012180773414,2.3002626377799733,False,False,False,True
0,22.0,[ 0.23339185 -0.03766513  0.67113715],-13.529851477401161,0.0,0.13434219999999897,0.0001335999999980686,0.0003284999999983995,0.3829028649701606,2.3002781785421105,False,False,False,True
0,23.0,[ 0.23339175 -0.03766555  0.6711368 ],-13.524929608510531,0.0,0.13434219999999897,0.000158400000000114,0.0003333000000012021,0.38290325894814264,2.300286014200013,False,False,False,True
0,24.0,[ 0.23339202 -0.03766543  0.67113703],-13.519870785229665,0.0,0.13434219999999897,0.0001296000000010622,0.00036709999999828824,0.38290290955123535,2.300280202755051,False,False,False,True
0,25.0,[ 0.23339236 -0.03766502  0.67113709],-13.519893747046114,0.0,0.13434219999999897,0.00013240000000180885,0.0003337000000023238,0.3829024081599552,2.3002835329098295,False,False,False,True
0,26.0,[ 0.23339216 -0.03766541  0.67113703],-13.519906640235893,0.0,0.13434219999999897,0.0001220000000010657,0.00033050000000045543,0.38290277923981064,2.3002843164752993,False,False,False,True
0,27.0,[ 0.23339225 -0.03766507  0.67113698],-13.524932010109831,0.0,0.13434219999999897,0.00019780000000224618,0.0003357999999984429,0.3829025527523007,2.3002874507358055,False,False,False,True
0,28.0,[ 0.23339182 -0.03766549  0.67113692],-13.529915698104219,0.0,0.13434219999999897,0.00012539999999816587,0.0003168999999978439,0.382903135271389,2.300284708257983,False,False,False,True
0,29.0,[ 0.23339179 -0.03766556  0.67113686],-13.534883187369807,0.0,0.13434219999999897,0.00012150000000232808,0.0003334000000023707,0.3829032093428904,2.3002810516182692,False,False,False,True
0,30.0,[ 0.23339216 -0.03766506  0.67113715],-13.534887269904294,0.0,0.13434219999999897,0.00013079999999732195,0.00034970000000100754,0.38290257367022446,2.3002825534527993,False,False,False,True
0,31.0,[ 0.233392   -0.03766508  0.67113715],-13.539844994360998,0.0,0.13434219999999897,0.00013789999999858082,0.0003378000000004988,0.3829027162776122,2.300277721461642,False,False,False,True
0,32.0,[ 0.23339237 -0.03766503  0.67113709],-13.544819171248259,0.0,0.13434219999999897,0.00013090000000204327,0.0003013000000002819,0.3829024032164786,2.3002754360586,False,False,False,True
0,33.0,[ 0.23339204 -0.03766502  0.67113662],-13.544859512802457,0.0,0.13434219999999897,0.00012680000000031555,0.00035360000000039804,0.38290280120045933,2.300279158000099,False,False,False,True
0,34.0,[ 0.23339185 -0.03766549  0.67113692],-13.549863051207254,0.0,0.13434219999999897,0.00012870000000120285,0.00032309999999924344,0.38290311067958877,2.300279027405713,False,False,False,True
0,35.0,[ 0.23339221 -0.03766508  0.67113692],-13.544822991035579,0.0,0.13434219999999897,0.00013420000000152754,0.00033430000000223004,0.38290261338621095,2.300275501355846,False,False,False,True
0,36.0,[ 0.23339181 -0.03766551  0.67113692],-13.544931019237712,0.0,0.13434219999999897,0.00010990000000177247,0.00034469999999942047,0.3829031549197195,2.300286340685461,False,False,False,True
0,37.0,[ 0.23339207 -0.03766505  0.67113715],-13.544881133861756,0.0,0.13434219999999897,0.00011879999999919733,0.0003200999999997123,0.3829026437694463,2.3002817698870204,False,False,False,True
